harvest_date,commodity,municipality,total_weight_kg,remarks
2024-05-01,Coffee,Balañga,55,Monthly aggregate volume.
2024-06-01,Coffee,Balañga,55,Monthly aggregate volume.
2024-07-01,Coffee,Balañga,55,Monthly aggregate volume.
2024-08-01,Coffee,Balañga,55,Monthly aggregate volume.
2024-09-01,Coffee,Balañga,55,Monthly aggregate volume.
2024-10-01,Coffee,Balañga,1093,Monthly aggregate volume.
2024-11-01,Coffee,Balañga,547,Monthly aggregate volume.
2024-12-01,Coffee,Balañga,1093,Monthly aggregate volume.
2024-01-01,Coffee,Dinalupihan,164010,Monthly aggregate volume.
2024-02-01,Coffee,Dinalupihan,164010,Monthly aggregate volume.
2024-03-01,Coffee,Dinalupihan,54670,Monthly aggregate volume.
2024-04-01,Coffee,Dinalupihan,2734,Monthly aggregate volume.
2024-05-01,Coffee,Dinalupihan,2734,Monthly aggregate volume.
2024-06-01,Coffee,Dinalupihan,2734,Monthly aggregate volume.
2024-07-01,Coffee,Dinalupihan,2734,Monthly aggregate volume.
2024-08-01,Coffee,Dinalupihan,2734,Monthly aggregate volume.
2024-09-01,Coffee,Dinalupihan,2734,Monthly aggregate volume.
2024-10-01,Coffee,Dinalupihan,54670,Monthly aggregate volume.
2024-11-01,Coffee,Dinalupihan,27335,Monthly aggregate volume.
2024-12-01,Coffee,Dinalupihan,54670,Monthly aggregate volume.
2024-01-01,Coffee,Hermosa,6560,Monthly aggregate volume.
2024-02-01,Coffee,Hermosa,6560,Monthly aggregate volume.
2024-03-01,Coffee,Hermosa,2187,Monthly aggregate volume.
2024-04-01,Coffee,Hermosa,109,Monthly aggregate volume.
2024-05-01,Coffee,Hermosa,109,Monthly aggregate volume.
2024-06-01,Coffee,Hermosa,109,Monthly aggregate volume.
2024-07-01,Coffee,Hermosa,109,Monthly aggregate volume.
2024-08-01,Coffee,Hermosa,109,Monthly aggregate volume.
2024-09-01,Coffee,Hermosa,109,Monthly aggregate volume.
2024-10-01,Coffee,Hermosa,2187,Monthly aggregate volume.
2024-11-01,Coffee,Hermosa,1093,Monthly aggregate volume.
2024-12-01,Coffee,Hermosa,2187,Monthly aggregate volume.
2024-01-01,Coffee,Limay,3280,Monthly aggregate volume.
2024-02-01,Coffee,Limay,3280,Monthly aggregate volume.
2024-03-01,Coffee,Limay,1093,Monthly aggregate volume.
2024-04-01,Coffee,Limay,55,Monthly aggregate volume.
2024-05-01,Coffee,Limay,55,Monthly aggregate volume.
2024-06-01,Coffee,Limay,55,Monthly aggregate volume.
2024-07-01,Coffee,Limay,55,Monthly aggregate volume.
2024-08-01,Coffee,Limay,55,Monthly aggregate volume.
2024-09-01,Coffee,Limay,55,Monthly aggregate volume.
2024-10-01,Coffee,Limay,1093,Monthly aggregate volume.
2024-11-01,Coffee,Limay,547,Monthly aggregate volume.
2024-12-01,Coffee,Limay,1093,Monthly aggregate volume.
2024-01-01,Coffee,Mariveles,6560,Monthly aggregate volume.
2024-02-01,Coffee,Mariveles,6560,Monthly aggregate volume.
2024-03-01,Coffee,Mariveles,2187,Monthly aggregate volume.
2024-04-01,Coffee,Mariveles,109,Monthly aggregate volume.
2024-05-01,Coffee,Mariveles,109,Monthly aggregate volume.
2024-06-01,Coffee,Mariveles,109,Monthly aggregate volume.
2024-07-01,Coffee,Mariveles,109,Monthly aggregate volume.
2024-08-01,Coffee,Mariveles,109,Monthly aggregate volume.
2024-09-01,Coffee,Mariveles,109,Monthly aggregate volume.
2024-10-01,Coffee,Mariveles,2187,Monthly aggregate volume.
2024-11-01,Coffee,Mariveles,1093,Monthly aggregate volume.
2024-12-01,Coffee,Mariveles,2187,Monthly aggregate volume.
2024-01-01,Coffee,Morong,3280,Monthly aggregate volume.
2024-02-01,Coffee,Morong,3280,Monthly aggregate volume.
2024-03-01,Coffee,Morong,1093,Monthly aggregate volume.
2024-04-01,Coffee,Morong,55,Monthly aggregate volume.
2024-05-01,Coffee,Morong,55,Monthly aggregate volume.
2024-06-01,Coffee,Morong,55,Monthly aggregate volume.
2024-07-01,Coffee,Morong,55,Monthly aggregate volume.
2024-08-01,Coffee,Morong,55,Monthly aggregate volume.
2024-09-01,Coffee,Morong,55,Monthly aggregate volume.
2024-10-01,Coffee,Morong,1093,Monthly aggregate volume.
2024-11-01,Coffee,Morong,547,Monthly aggregate volume.
2024-12-01,Coffee,Morong,1093,Monthly aggregate volume.
2024-01-01,Coffee,Orani,32802,Monthly aggregate volume.
2024-02-01,Coffee,Orani,32802,Monthly aggregate volume.
2024-03-01,Coffee,Orani,10934,Monthly aggregate volume.
2024-04-01,Coffee,Orani,547,Monthly aggregate volume.
2024-05-01,Coffee,Orani,547,Monthly aggregate volume.
2024-06-01,Coffee,Orani,547,Monthly aggregate volume.
2024-07-01,Coffee,Orani,547,Monthly aggregate volume.
2024-08-01,Coffee,Orani,547,Monthly aggregate volume.
2024-09-01,Coffee,Orani,547,Monthly aggregate volume.
2024-10-01,Coffee,Orani,10934,Monthly aggregate volume.
2024-11-01,Coffee,Orani,5467,Monthly aggregate volume.
2024-12-01,Coffee,Orani,10934,Monthly aggregate volume.
2024-01-01,Coffee,Orion,3280,Monthly aggregate volume.
2024-02-01,Coffee,Orion,3280,Monthly aggregate volume.
2024-03-01,Coffee,Orion,1093,Monthly aggregate volume.
2024-04-01,Coffee,Orion,55,Monthly aggregate volume.
2024-05-01,Coffee,Orion,55,Monthly aggregate volume.
2024-06-01,Coffee,Orion,55,Monthly aggregate volume.
2024-07-01,Coffee,Orion,55,Monthly aggregate volume.
2024-08-01,Coffee,Orion,55,Monthly aggregate volume.
2024-09-01,Coffee,Orion,55,Monthly aggregate volume.
2024-10-01,Coffee,Orion,1093,Monthly aggregate volume.
2024-11-01,Coffee,Orion,547,Monthly aggregate volume.
2024-12-01,Coffee,Orion,1093,Monthly aggregate volume.
2024-01-01,Coffee,Pilar,32802,Monthly aggregate volume.
2024-02-01,Coffee,Pilar,32802,Monthly aggregate volume.
2024-03-01,Coffee,Pilar,10934,Monthly aggregate volume.
2024-04-01,Coffee,Pilar,547,Monthly aggregate volume.
2024-05-01,Coffee,Pilar,547,Monthly aggregate volume.
2024-06-01,Coffee,Pilar,547,Monthly aggregate volume.
2024-07-01,Coffee,Pilar,547,Monthly aggregate volume.
2024-08-01,Coffee,Pilar,547,Monthly aggregate volume.
2024-09-01,Coffee,Pilar,547,Monthly aggregate volume.
2024-10-01,Coffee,Pilar,10934,Monthly aggregate volume.
2024-11-01,Coffee,Pilar,5467,Monthly aggregate volume.
2024-12-01,Coffee,Pilar,10934,Monthly aggregate volume.
2024-01-01,Coffee,Samal,6560,Monthly aggregate volume.
2024-02-01,Coffee,Samal,6560,Monthly aggregate volume.
2024-03-01,Coffee,Samal,2187,Monthly aggregate volume.
2024-04-01,Coffee,Samal,109,Monthly aggregate volume.
2024-05-01,Coffee,Samal,109,Monthly aggregate volume.
2024-06-01,Coffee,Samal,109,Monthly aggregate volume.
2024-07-01,Coffee,Samal,109,Monthly aggregate volume.
2024-08-01,Coffee,Samal,109,Monthly aggregate volume.
2024-09-01,Coffee,Samal,109,Monthly aggregate volume.
2024-10-01,Coffee,Samal,2187,Monthly aggregate volume.
2024-11-01,Coffee,Samal,1093,Monthly aggregate volume.
2024-12-01,Coffee,Samal,2187,Monthly aggregate volume.
2024-01-01,Calamansi,Abucay,70,Monthly aggregate volume.
2024-02-01,Calamansi,Abucay,70,Monthly aggregate volume.
2024-03-01,Calamansi,Abucay,70,Monthly aggregate volume.
2024-04-01,Calamansi,Abucay,70,Monthly aggregate volume.
2024-05-01,Calamansi,Abucay,70,Monthly aggregate volume.
2024-06-01,Calamansi,Abucay,1044,Monthly aggregate volume.
2024-07-01,Calamansi,Abucay,2924,Monthly aggregate volume.
2024-08-01,Calamansi,Abucay,2924,Monthly aggregate volume.
2024-09-01,Calamansi,Abucay,2924,Monthly aggregate volume.
2024-10-01,Calamansi,Abucay,2924,Monthly aggregate volume.
2024-11-01,Calamansi,Abucay,749,Monthly aggregate volume.
2024-12-01,Calamansi,Abucay,70,Monthly aggregate volume.
2024-01-01,Calamansi,Bagac,42,Monthly aggregate volume.
2024-02-01,Calamansi,Bagac,42,Monthly aggregate volume.
2024-03-01,Calamansi,Bagac,42,Monthly aggregate volume.
2024-04-01,Calamansi,Bagac,42,Monthly aggregate volume.
2024-05-01,Calamansi,Bagac,42,Monthly aggregate volume.
2024-06-01,Calamansi,Bagac,627,Monthly aggregate volume.
2024-07-01,Calamansi,Bagac,1755,Monthly aggregate volume.
2024-08-01,Calamansi,Bagac,1755,Monthly aggregate volume.
2024-09-01,Calamansi,Bagac,1755,Monthly aggregate volume.
2024-10-01,Calamansi,Bagac,1755,Monthly aggregate volume.
2024-11-01,Calamansi,Bagac,449,Monthly aggregate volume.
2024-12-01,Calamansi,Bagac,42,Monthly aggregate volume.
2024-01-01,Calamansi,Balañga,28,Monthly aggregate volume.
2024-02-01,Calamansi,Balañga,28,Monthly aggregate volume.
2024-03-01,Calamansi,Balañga,28,Monthly aggregate volume.
2024-04-01,Calamansi,Balañga,28,Monthly aggregate volume.
2024-05-01,Calamansi,Balañga,28,Monthly aggregate volume.
2024-06-01,Calamansi,Balañga,418,Monthly aggregate volume.
2024-07-01,Calamansi,Balañga,1170,Monthly aggregate volume.
2024-08-01,Calamansi,Balañga,1170,Monthly aggregate volume.
2024-09-01,Calamansi,Balañga,1170,Monthly aggregate volume.
2024-10-01,Calamansi,Balañga,1170,Monthly aggregate volume.
2024-11-01,Calamansi,Balañga,299,Monthly aggregate volume.
2024-12-01,Calamansi,Balañga,28,Monthly aggregate volume.
2024-01-01,Calamansi,Dinalupihan,56,Monthly aggregate volume.
2024-02-01,Calamansi,Dinalupihan,56,Monthly aggregate volume.
2024-03-01,Calamansi,Dinalupihan,56,Monthly aggregate volume.
2024-04-01,Calamansi,Dinalupihan,56,Monthly aggregate volume.
2024-05-01,Calamansi,Dinalupihan,56,Monthly aggregate volume.
2024-06-01,Calamansi,Dinalupihan,835,Monthly aggregate volume.
2024-07-01,Calamansi,Dinalupihan,2339,Monthly aggregate volume.
2024-08-01,Calamansi,Dinalupihan,2339,Monthly aggregate volume.
2024-09-01,Calamansi,Dinalupihan,2339,Monthly aggregate volume.
2024-10-01,Calamansi,Dinalupihan,2339,Monthly aggregate volume.
2024-11-01,Calamansi,Dinalupihan,599,Monthly aggregate volume.
2024-12-01,Calamansi,Dinalupihan,56,Monthly aggregate volume.
2024-01-01,Calamansi,Hermosa,557,Monthly aggregate volume.
2024-02-01,Calamansi,Hermosa,557,Monthly aggregate volume.
2024-03-01,Calamansi,Hermosa,557,Monthly aggregate volume.
2024-04-01,Calamansi,Hermosa,557,Monthly aggregate volume.
2024-05-01,Calamansi,Hermosa,557,Monthly aggregate volume.
2024-06-01,Calamansi,Hermosa,8355,Monthly aggregate volume.
2024-07-01,Calamansi,Hermosa,23394,Monthly aggregate volume.
2024-08-01,Calamansi,Hermosa,23394,Monthly aggregate volume.
2024-09-01,Calamansi,Hermosa,23394,Monthly aggregate volume.
2024-10-01,Calamansi,Hermosa,23394,Monthly aggregate volume.
2024-11-01,Calamansi,Hermosa,5998,Monthly aggregate volume.
2024-12-01,Calamansi,Hermosa,557,Monthly aggregate volume.
2024-01-01,Calamansi,Limay,14,Monthly aggregate volume.
2024-02-01,Calamansi,Limay,14,Monthly aggregate volume.
2024-03-01,Calamansi,Limay,14,Monthly aggregate volume.
2024-04-01,Calamansi,Limay,14,Monthly aggregate volume.
2024-05-01,Calamansi,Limay,14,Monthly aggregate volume.
2024-06-01,Calamansi,Limay,209,Monthly aggregate volume.
2024-07-01,Calamansi,Limay,585,Monthly aggregate volume.
2024-08-01,Calamansi,Limay,585,Monthly aggregate volume.
2024-09-01,Calamansi,Limay,585,Monthly aggregate volume.
2024-10-01,Calamansi,Limay,585,Monthly aggregate volume.
2024-11-01,Calamansi,Limay,150,Monthly aggregate volume.
2024-12-01,Calamansi,Limay,14,Monthly aggregate volume.
2024-01-01,Calamansi,Mariveles,42,Monthly aggregate volume.
2024-02-01,Calamansi,Mariveles,42,Monthly aggregate volume.
2024-03-01,Calamansi,Mariveles,42,Monthly aggregate volume.
2024-04-01,Calamansi,Mariveles,42,Monthly aggregate volume.
2024-05-01,Calamansi,Mariveles,42,Monthly aggregate volume.
2024-06-01,Calamansi,Mariveles,627,Monthly aggregate volume.
2024-07-01,Calamansi,Mariveles,1755,Monthly aggregate volume.
2024-08-01,Calamansi,Mariveles,1755,Monthly aggregate volume.
2024-09-01,Calamansi,Mariveles,1755,Monthly aggregate volume.
2024-10-01,Calamansi,Mariveles,1755,Monthly aggregate volume.
2024-11-01,Calamansi,Mariveles,449,Monthly aggregate volume.
2024-12-01,Calamansi,Mariveles,42,Monthly aggregate volume.
2024-01-01,Calamansi,Morong,28,Monthly aggregate volume.
2024-02-01,Calamansi,Morong,28,Monthly aggregate volume.
2024-03-01,Calamansi,Morong,28,Monthly aggregate volume.
2024-04-01,Calamansi,Morong,28,Monthly aggregate volume.
2024-05-01,Calamansi,Morong,28,Monthly aggregate volume.
2024-06-01,Calamansi,Morong,418,Monthly aggregate volume.
2024-07-01,Calamansi,Morong,1170,Monthly aggregate volume.
2024-08-01,Calamansi,Morong,1170,Monthly aggregate volume.
2024-09-01,Calamansi,Morong,1170,Monthly aggregate volume.
2024-10-01,Calamansi,Morong,1170,Monthly aggregate volume.
2024-11-01,Calamansi,Morong,299,Monthly aggregate volume.
2024-12-01,Calamansi,Morong,28,Monthly aggregate volume.
2024-01-01,Calamansi,Orani,14,Monthly aggregate volume.
2024-02-01,Calamansi,Orani,14,Monthly aggregate volume.
2024-03-01,Calamansi,Orani,14,Monthly aggregate volume.
2024-04-01,Calamansi,Orani,14,Monthly aggregate volume.
2024-05-01,Calamansi,Orani,14,Monthly aggregate volume.
2024-06-01,Calamansi,Orani,209,Monthly aggregate volume.
2024-07-01,Calamansi,Orani,585,Monthly aggregate volume.
2024-08-01,Calamansi,Orani,585,Monthly aggregate volume.
2024-09-01,Calamansi,Orani,585,Monthly aggregate volume.
2024-10-01,Calamansi,Orani,585,Monthly aggregate volume.
2024-11-01,Calamansi,Orani,150,Monthly aggregate volume.
2024-12-01,Calamansi,Orani,14,Monthly aggregate volume.
2024-01-01,Calamansi,Orion,7,Monthly aggregate volume.
2024-02-01,Calamansi,Orion,7,Monthly aggregate volume.
2024-03-01,Calamansi,Orion,7,Monthly aggregate volume.
2024-04-01,Calamansi,Orion,7,Monthly aggregate volume.
2024-05-01,Calamansi,Orion,7,Monthly aggregate volume.
2024-06-01,Calamansi,Orion,104,Monthly aggregate volume.
2024-07-01,Calamansi,Orion,292,Monthly aggregate volume.
2024-08-01,Calamansi,Orion,292,Monthly aggregate volume.
2024-09-01,Calamansi,Orion,292,Monthly aggregate volume.
2024-10-01,Calamansi,Orion,292,Monthly aggregate volume.
2024-11-01,Calamansi,Orion,75,Monthly aggregate volume.
2024-12-01,Calamansi,Orion,7,Monthly aggregate volume.
2024-01-01,Calamansi,Pilar,42,Monthly aggregate volume.
2024-02-01,Calamansi,Pilar,42,Monthly aggregate volume.
2024-03-01,Calamansi,Pilar,42,Monthly aggregate volume.
2024-04-01,Calamansi,Pilar,42,Monthly aggregate volume.
2024-05-01,Calamansi,Pilar,42,Monthly aggregate volume.
2024-06-01,Calamansi,Pilar,627,Monthly aggregate volume.
2024-07-01,Calamansi,Pilar,1755,Monthly aggregate volume.
2024-08-01,Calamansi,Pilar,1755,Monthly aggregate volume.
2024-09-01,Calamansi,Pilar,1755,Monthly aggregate volume.
2024-10-01,Calamansi,Pilar,1755,Monthly aggregate volume.
2024-11-01,Calamansi,Pilar,449,Monthly aggregate volume.
2024-12-01,Calamansi,Pilar,42,Monthly aggregate volume.
2024-01-01,Calamansi,Samal,42,Monthly aggregate volume.
2024-02-01,Calamansi,Samal,42,Monthly aggregate volume.
2024-03-01,Calamansi,Samal,42,Monthly aggregate volume.
2024-04-01,Calamansi,Samal,42,Monthly aggregate volume.
2024-05-01,Calamansi,Samal,42,Monthly aggregate volume.
2024-06-01,Calamansi,Samal,627,Monthly aggregate volume.
2024-07-01,Calamansi,Samal,1755,Monthly aggregate volume.
2024-08-01,Calamansi,Samal,1755,Monthly aggregate volume.
2024-09-01,Calamansi,Samal,1755,Monthly aggregate volume.
2024-10-01,Calamansi,Samal,1755,Monthly aggregate volume.
2024-11-01,Calamansi,Samal,449,Monthly aggregate volume.
2024-12-01,Calamansi,Samal,42,Monthly aggregate volume.
